,매장 이름,매장 주소,지역 시/군/구,위도,경도
680,GS25기흥흥덕로점,경기 용인시 기흥구 흥덕4로30번길28-25 (영덕동 1123-1),용인시기흥구,37.2731896,127.0931277
681,GS25기흥힉스점,경기 용인시 기흥구 영덕동95-39번지 지산 1층,용인시기흥구,37.2690778,127.0798039
682,GS25김포1동점,"경기 김포시 봉화로182번길26, 102호(북변동 757, 산호프라자)",김포시,37.6285616,126.7029694
683,GS25김포갈산점,경기 김포시 월곶면 김포대로2515-9 (갈산리 465-43),김포시,37.70045020000001,126.5708543
684,GS25김포고정점,경기 김포시 통진읍 고정1로32 (고정리 207-2),김포시,37.714393,126.5990141
685,GS25김포구래점,"경기 김포시 김포한강8로378, 110호 (구래동 6885-3, 웅신프라자)",김포시,37.6444495,126.6257488
686,GS25김포누산점,경기 김포시 양촌읍 김포대로1592 (누산리 303),김포시,37.6630056,126.6606968
687,GS25김포대로점,경기 김포시 월곶면 김포대로3010 (포내리 27-13),김포시,37.7281847,126.5321898
688,GS25김포대림점,"경기 김포시 김포한강11로287, 101호 (운양동 1250-3, 풍경마을e편한세상아파트)",김포시,37.6573562,126.6814861
689,GS25김포데시앙점,"경기 김포시 양촌읍 황금로89번길23, 104호 (학운리 3019, 골드벨리자연앤데시앙아파트)",김포시,37.6186175,126.6253274
690,GS25김포로얄로드점,"경기 김포시 월곶면 김포대로2685, 1층 (군하리 341-15)",김포시,37.7091696,126.5548643
691,GS25김포리버시티점,"경기 김포시 고촌읍 상미로38, 상가 나동 B102호,B103호,B104호 (향산리 83-1)",김포시,37.6209587,126.7430927
692,GS25김포마산원룸점,경기 김포시 김포한강8로148번길8-1 (마산동 667-10),김포시,37.6399687,126.6519749
693,GS25김포마산타운점,경기 김포시 김포한강7로22번길174-127 (마산동 674-1),김포시,37.6471623,126.6401282
694,GS25김포마송점,"경기 김포시 통진읍 마송1로133, 마송휴먼시아매수리마을상가 105, 106, 107호 (마송리 512, 매수리마을휴먼시아아파트)",김포시,37.6899299,126.5973033
695,GS25김포무지개점,"경기 김포시 중봉로58번길22, 상가동 102호 (감정동 521-1, 무지개희영아파트)",김포시,37.6261643,126.6980085
696,GS25김포백두산점,"경기 김포시 김포한강9로116, 상가 B동 106호, 107호 (구래동 6873-19, 한강신도시반도유보라5차)",김포시,37.6493578,126.625647
697,GS25김포북변점,경기 김포시 봉화로167 (북변동 775),김포시,37.6269308,126.7029751
698,GS25김포사우점,경기 김포시 관순로5(사우동 1009),김포시,37.6211672,126.7159206
699,GS25김포서암점,"경기 김포시 통진읍 서암로85, 1층 (서암리 759-89)",김포시,37.6926993,126.5989496
700,GS25김포서연점,"경기 김포시 고촌읍 고송로16-1, 1층 101호 (신곡리 541-7)",김포시,37.6042012,126.7686685
701,GS25김포석정점,"경기 김포시 대곶면 대곶로418, 1층 (석정리 1024-2)",김포시,37.6806608,126.5543497
702,GS25김포센트럴점,"경기 김포시 김포한강9로73, 1동 112호 (구래동 6884-8, 센트럴프라자)",김포시,37.6431619,126.716606
703,GS25김포수남점,경기 김포시 대곶면 수남로67-1 (대벽리 74-7),김포시,37.6326953,126.581951
704,GS25김포스탠다드점,경기 김포시 양촌읍 김포대로1759번길134-47 (양곡리 122-1),김포시,37.6669625,126.6371589
705,GS25김포시청점,"경기 김포시 봉화로21번길37, A동 101호 (사우동 252-3, 보인빌라)",김포시,37.6169786,126.7143639
706,GS25김포신화점,"경기 김포시 양촌읍 양곡4로29, 1층 (구래리 194-4)",김포시,37.6559139,126.6234434
707,GS25김포아라점,"경기 김포시 고촌읍 아라육로58번길105, 1층 102호(전호리 706)",김포시,37.5998169,126.7923917
708,GS25김포아크라점,"경기 김포시 김포한강10로133번길56, 1층, 110호,111호,112호 (구래동 6871-54)",김포시,37.6372695,126.6313215
709,GS25김포애기봉로점,경기 김포시 월곶면 애기봉로391 (개곡리 169-7),김포시,37.7343897,126.5874119
710,GS25김포어울림점,"경기 김포시 양촌읍 양곡4로197번길12, 105호,106호 (양곡리 1241, 한강금호어울림2단지)",김포시,37.6617216,126.6293785
711,GS25김포에코점,"경기 김포시 사우중로23, 101호 (사우동 251, 에코힐즈)",김포시,37.6176016,126.7170501
712,GS25김포우남점,"경기 김포시 김포한강2로103, 장기동 우남퍼스트빌상가동 102, 112, 113호 (장기동 2065-1, 초당마을우남퍼스트빌아파트)",김포시,37.6372649,126.672404
713,GS25김포우미린점,"경기 김포시 김포한강5로417, 상가 101호 (구래동 6873-8, 한가람마을우미린)",김포시,37.6493578,126.625647
714,GS25김포운양점,"경기 김포시 김포한강11로288-5, 109호 (운양동 1297-1, 한강베네치아)",김포시,37.6401828,126.6935059
715,GS25김포유현점,"경기 김포시 유현로52, 1층 110호(풍무동 532-3, 프라임프라자)",김포시,37.5967827,126.7277712
716,GS25김포장기점,"경기 김포시 김포한강1로78번길50, 1층(장기동 1458)",김포시,37.6434603,126.6721747
717,GS25김포중흥점,경기 김포시 김포한강2로362 (장기동 1866-1),김포시,37.651157,126.6686098
718,GS25김포초당점,"경기 김포시 김포한강2로113, 상가 109호(장기동 2058-1, 초당마을)",김포시,37.6432397,126.6702043
719,GS25김포축복점,경기 김포시 양촌읍 양곡2로60번길68-3 (양곡리 1294-1),김포시,37.6563292,126.6296312
720,GS25김포캐슬점,"경기 김포시 고촌읍 태리로236, 104호 105호 (신곡리 923-2, 캐슬앤파밀리에시티1단지)",김포시,37.60164830000001,126.7506294
721,GS25김포타운점,"경기 김포시 청송로19, 106,107호 (장기동 1312, 상가동)",김포시,37.6489386,126.666281
722,GS25김포탑점,"경기 김포시 허산길50, 상가동 103호, 104호 (장기동 2060-2)",김포시,37.6376573,126.6865266
723,GS25김포푸른마을점,"경기 김포시 중봉1로12, 107호,108호 (감정동 551-8)",김포시,37.6224956,126.6994998
724,GS25김포풍년마을점,"경기 김포시 풍년로11, 상가 104호, 103호 (사우동 856)",김포시,37.6243325,126.7238977
725,GS25김포프라자점,"경기 김포시 사우중로73번길38, 107.108호(북변동 819, 김포프라자)",김포시,37.6224944,126.7206452
726,GS25김포하성점,경기 김포시 하성면 하성로508-10 (석탄리 530-4),김포시,37.7196892,126.6348108
727,GS25김포학운점,"경기 김포시 양촌읍 학운산단3로25번길34, 1층 전체 (학운리 3293)",김포시,37.6058221,126.601983
728,GS25김포한강로점,경기 김포시 장기동1872-8번지,김포시,37.6449061,126.6695965
729,GS25김포향산점,"경기 김포시 고촌읍 상미1로7, 상가 나동 B119호, B120호 (향산리 83-1)",김포시,37.619139,126.7460746
730,GS25꽃뫼노을점,경기 수원시 장안구 덕영대로639번길63 (정자동 881-4),수원시 장안구,37.2911507,126.9890042
731,GS25나눔김포감정점,"경기 김포시 감정로87, 상가 101호,102호 (감정동 631, 김포센트럴헤센1단지)",김포시,37.6164129,126.7034228
732,GS25나눔동탄스타점,"경기 화성시 메타폴리스로53, 104호, 104-1호 (반송동 92-7)",화성시,37.2021814,127.0731896
733,GS25나눔마송점,"경기 김포시 통진읍 마송1로9, 제 상가동 1층, 101,102,103호 (마송리 6-3)",김포시,37.6871275,126.5911758
734,GS25남동탄빌리지점,"경기 화성시 동탄순환대로16길30 (산척동 0, 스카이빌)",화성시,37.043909,127.013414
735,GS25남동탄타운점,"경기 화성시 동탄순환대로14길50-20, 1층 일부 (산척동 산114-1)",화성시,37.2040251,127.066971
736,GS25남면상수,경기 양주시 남면 삼일로646 (상수리 162-166),양주시,37.8729154,126.9957526
737,GS25남문아울렛점,경기 수원시 팔달구 인계동762-81번지,수원시 팔달구,37.2737861,127.0203073
738,GS25남사봉무로점,"경기 용인시 처인구 남사면 봉무로1, 1층 (봉무리 449-1, 경기자동차공업사)",용인시처인구,37.1146374,127.1524298
739,GS25남사북리점,경기 용인시 처인구 남사면 경기동로81 (북리 696-6),용인시처인구,37.14559029999999,127.137021
740,GS25남서울오토점,"경기 용인시 기흥구 영덕동21-1, 남서울오토허브 2층 24, 25호",용인시기흥구,37.2691386,127.0945834
741,GS25남수원점,"경기 수원시 권선구 권중로158 (권선동 1270, 벽산아파트)",수원시 권선구,37.2507455,127.0328101
742,GS25남양가운점,"경기 남양주시 가운로2길114, 111호 GS25남양가운점 (다산동 685-1)",남양주시,37.598312,127.1610063
743,GS25남양기아로점,경기 화성시 남양읍 현대기아로701 (북양리 534-8),화성시,37.194341,126.8515967
744,GS25남양뉴타운점,"경기 화성시 남양읍 역골동로38, 1층 (남양리 2055-14)",화성시,37.2042796,126.8296491
745,GS25남양도농점,"경기 남양주시 미금로37-6, 1층 106호 (도농동 306-5, 연성프라자)",남양주시,37.608337,127.1516376
746,GS25남양로점,경기 화성시 남양읍 남양로387 (신남리 1151-7),화성시,37.1755627,126.8142931
747,GS25남양브릭스점,"경기 남양주시 경춘로368, 109호(가운동 668-3, 브릭스타워)",남양주시,37.6044483,127.1555596
748,GS25남양서희1단지점,"경기 화성시 남양읍 화성시청역로1, 화성시청역 센트럴파크 서희스타힐스1단지 상가동 104호 105호 (신남리)",화성시,37.1878968,126.8205267
749,GS25남양스타점,경기 화성시 남양읍 시청로202번길54-14 (남양리 2160-1),화성시,37.1964083,126.8326419
750,GS25남양시청로점,"경기 화성시 남양읍 시청로52, 1층 102호 (남양리 1747-25)",화성시,37.1964083,126.8326419
751,GS25남양시티본점,"경기 화성시 남양읍 시청로102번길51, 상가동 102호 103호 (남양리 2312, 시티프라디움1차아파트)",화성시,37.19702340000001,126.8188127
752,GS25남양시티점,"경기 화성시 남양읍 화성로1468, 1층 (북양리 55-4)",화성시,37.222412,126.842206
753,GS25남양신남로점,"경기 화성시 남양읍 신남로320, 1층 (신남리 1236-1)",화성시,37.173612,126.8040799
754,GS25남양아이리스점,"경기 화성시 남양성지로147, 102호(남양동 1268)",화성시,37.20945580000001,126.8187965
755,GS25남양아이파크점,"경기 화성시 남양읍 역골동로65, 1층 (남양리 2046-12)",화성시,37.2042796,126.8296491
756,GS25남양역골로점,"경기 화성시 남양읍 역골로49번길35, 1층 (남양리 2012-6)",화성시,37.2037429,126.8254902
757,GS25남양주공점,"경기 화성시 남양읍 시청로45번길96, 101,102호 (남양리 1563, 화성남양뉴타운LH4단지)",화성시,37.2075104,126.8225989
758,GS25남양주금곡점,"경기 남양주시 사릉로14(금곡동 416-1, 금곡프라자)",남양주시,37.6342591,127.207629
759,GS25남양주대림점,"경기 남양주시 오남읍 양지로240번길33, e편한세상1단지상가동106,107호 (양지리 807, 이편한세상아파트)",남양주시,37.69938399999999,127.1954979
760,GS25남양주대명점,"경기 남양주시 경춘로1308번길8-12, 2동 1층 4호(평내동 107-1, 대평아파트)",남양주시,37.6495136,127.2397924
761,GS25남양주덕소점,"경기 남양주시 와부읍 덕소로97번길80, 상가동 108호, 109호 (덕소리 612)",남양주시,37.5879951,127.2207743
762,GS25남양주도곡점,"경기 남양주시 와부읍 덕소로230-34, 상가동 101호 (도곡리 1010-1, 강변해태아파트)",남양주시,37.5775032,127.2202224
763,GS25남양주동부점,"경기 남양주시 와부읍 덕소로97번길99, 상가동 1층 105호,106호 (덕소리 613)",남양주시,37.5901298,127.2221504
764,GS25남양주마석점,경기 남양주시 화도읍 맷돌로135 (마석우리 360-5),남양주시,37.6580603,127.3051615
765,GS25남양주묵현점,"경기 남양주시 화도읍 먹갓로28번길39-2, 102호 (묵현리 365-7, 신성빌라3차)",남양주시,37.6568935,127.2791859
766,GS25남양주별내점,경기 남양주시 별내5로5번길8-9 (별내동 1091-4),남양주시,37.6638323,127.1079731
767,GS25남양주본점,"경기 남양주시 오남읍 진건오남로629-1, 지하1층 (오남리 683-7,진주종합상가)",남양주시,37.6892317,127.2117114
768,GS25남양주사능점,경기 남양주시 진건읍 진건오남로90(용정리 774-9),남양주시,37.6586967,127.1783314
769,GS25남양주세무서점,"경기 남양주시 화도읍 경춘로1807, 105 B호 (묵현리 241-11)",남양주시,37.6565133,127.2907836
770,GS25남양주송능점,경기 남양주시 진건읍 진건오남로372 (송능리 121-38),남양주시,37.6727071,127.198264
771,GS25남양주신명점,"경기 남양주시 늘을2로90-46, 상가 107호, 108호 (호평동 615)",남양주시,37.6602612,127.2459652
772,GS25남양주신우점,"경기 남양주시 진접읍 금강로1553-26, (신우아파트상가동105호,106호,107호,108호) (장현리 79-1, 신우아파트)",남양주시,37.7294588,127.191463
773,GS25남양주알프하임점,"경기 남양주시 백봉로32, C동 100호, 101호 (호평동)",남양주시,37.6589927,127.2508107
774,GS25남양주월문점,경기 남양주시 와부읍 석실로200 (월문리 1057-19),남양주시,37.591936,127.2285532
775,GS25남양주율석리점,경기 남양주시 와부읍 석실로488번길6 (율석리 748-23),남양주시,37.6104444,127.2123126
776,GS25남양주인정점,경기 남양주시 와부읍 수레로9번안길1 (덕소리 421-8),남양주시,37.5893244,127.2144296
777,GS25남양주진안점,경기 남양주시 경춘로744 (일패동 100-5),남양주시,37.6245732,127.1888405
778,GS25남양주천마점,"경기 남양주시 천마산로14, 1층 (호평동 405-15, 천마마트)",남양주시,37.6631133,127.2482712
779,GS25남양주청학점,"경기 남양주시 별내면 청학로중앙길9, 105호(청학리 413, 청화빌딩)",남양주시,37.7086033,127.1183684
780,GS25남양주타운점,"경기 남양주시 진접읍 장현천로10번길9, 1층 (장현리 346-1)",남양주시,37.7187768,127.1856434
781,GS25남양주퇴계원점,경기 남양주시 퇴계원면 퇴계원로26 (퇴계원리 298-4),남양주시,37.6490581,127.1411082
782,GS25남양큐브점,경기 화성시 남양읍 남양로675 (남양리 2320-4),화성시,37.206849,126.814821
783,GS25남양타운점,경기 화성시 남양읍 역골로29-27 (남양리 2074-1),화성시,37.2013973,126.8259343
784,GS25남양타운점,"경기 화성시 남양읍 남양로786번길15, 상가 103,104호 (남양리 2218, 단지)",화성시,37.1963991,126.8056237
785,GS25남양프라자점,"경기 화성시 남양읍 남양로829, 1층 120호 (남양리 2232-5, 현대프라자)",화성시,37.2158552,126.808266
786,GS25남이천IC점,"경기 이천시 모가면 공원로2-5, 101 , GS25 (어농리 112, 남이천IC)",이천시,37.1788952,127.4402191
787,GS25남한산성점,경기 광주시 중부면 남한산성로769-7 (산성리 507-1),광주시,37.4776067,127.1848498
788,GS25내각창조점,"경기 남양주시 진접읍 내각2로32번길1, 1층 내 101 (내각리 765-10)",남양주시,37.7045286,127.1603124
789,GS25내각후레쉬점,경기 남양주시 진접읍 내각1로73번안길2 (내각리 753),남양주시,37.7053646,127.1646022
790,GS25내손공원점,"경기 의왕시 내손공원길4, 1층 (내손동 668)",의왕시,37.3863543,126.9829968
791,GS25내유로드점,경기 고양시 덕양구 통일로1261 (내유동 549-1),고양시덕양구,37.7247759,126.843252
792,GS25내유중앙점,"경기 고양시 덕양구 통일로1170번길65-25, 지층 (내유동 471-19)",고양시덕양구,37.7230383,126.8538985
793,GS25내유최고점,"경기 고양시 덕양구 유산길17번길46, 1층 일부 (내유동 667-8)",고양시덕양구,37.727978,126.845455
794,GS25내촌제일점,"경기 부천시 오정구 삼작로233번길44, 1층 (내동 349-2)",부천시,37.5220932,126.7874961
795,GS25녹양타운점,경기 의정부시 녹양로87번길38-11 (녹양동 379-5),의정부시,37.759722,127.0339181
796,GS25녹양휴먼시아점,"경기 의정부시 체육로278, 녹양휴먼시아 1단지 104동 상가 101호, 102호 (녹양동 409)",의정부시,37.760374,127.0380679
797,GS25녹양힐스테이트점,"경기 의정부시 가금로34번길23, 301동 101호 (가능동 50, 힐스테이트녹양역)",의정부시,37.7538701,127.0413364
798,GS25뉴고강제일점,"경기 부천시 역곡로489번길33, 101호 (고강동 312-2, 파인센트레빌)",부천시,37.5284911,126.8142646
799,GS25뉴고양동익점,"경기 고양시 덕양구 푸른마을로6, 101호 (고양동 721,e프라자)",고양시덕양구,37.7088445,126.9029391
800,GS25뉴곤지암삼리점,"경기 광주시 곤지암읍 평촌길53, 1층 (삼리 405-9)",광주시,37.3549458,127.3251002
801,GS25뉴과천별양점,"경기 과천시 별양상가1로30, 104호 (별양동 1-8, 골든타워)",과천시,37.4282229,126.9933305
802,GS25뉴관산신성점,"경기 고양시 덕양구 통일로771번길23, 1층 (관산동 211-4)",고양시덕양구,37.6864645,126.8646914
803,GS25뉴광명가온점,"경기 광명시 가학로21, 1층 (가학동 521-2)",광명시,37.4171558,126.852006
804,GS25뉴광주삼동역점,경기 광주시 순암로455-1 (삼동 226-7),광주시,37.4092473,127.2037798
805,GS25뉴광주실촌점,"경기 광주시 곤지암읍 곤지암로80, 1층 (곤지암리 453-47)",광주시,37.3490316,127.3386028
806,GS25뉴광주열미점,경기 광주시 곤지암읍 광여로223 (열미리 473-3),광주시,37.3538453,127.3666107
807,GS25뉴광주진우점,경기 광주시 도척면 도척로192 (진우리 28),광주시,37.3354005,127.3362961
808,GS25뉴광주천진암점,"경기 광주시 퇴촌면 천진암로591, 1층 (관음리 504-6)",광주시,37.4591436,127.3310398
809,GS25뉴김포걸포동점,"경기 김포시 걸포로34, 상가 101호,102호 (걸포동 294-53)",김포시,37.6409067,126.7034229
810,GS25뉴녹양역점,"경기 의정부시 체육로298-13, 101호, 103호 (녹양동 412-3, 현대프라자)",의정부시,37.7604438,127.0409883
811,GS25뉴대광리점,경기 연천군 신서면 연신로1168 (도신리 285-18),연천군,38.1858548,127.1080949
812,GS25뉴동안산병원점,"경기 안산시 상록구 월피로83, 1층 일부 (월피동 474-10)",안산시상록구,37.3357789,126.8523802
813,GS25뉴동탄시티점,"경기 화성시 동탄중심상가2길11, 102호, 103호 (반송동 88-9)",화성시,37.2057323,127.0732656
814,GS25뉴동탄장지천점,"경기 화성시 동탄장지천6길54, 1층 (장지동 1015-1)",화성시,37.4833572,127.1352814
815,GS25뉴동탄캐슬점,"경기 화성시 동탄반석로231, 상가동 106호 (석우동 55, 동탄예당마을롯데캐슬)",화성시,37.2101228,127.0735353
816,GS25뉴목동대명점,"경기 광주시 광남안로129번길1, 1층 (목동 19-10)",광주시,37.3828015,127.2158337
817,GS25뉴병점캐슬점,"경기 화성시 병점노을로31, 근린생활시설 1동 24호,25호 (병점동 881)",화성시,37.2150295,127.0473261
818,GS25뉴부천석원점,"경기 부천시 부일로518번길22, 1층 101호 (심곡동 140-2)",부천시,37.4841943,126.7874248
819,GS25뉴삼정타운점,"경기 부천시 중동로425번길21, 101호 (삼정동 288)",부천시,37.5177689,126.7680462
820,GS25뉴상동디아뜨점,"경기 부천시 길주로77번길19-45, 112호 (상동 530-1, 디아뜨갤러리4차)",부천시,37.5076417,126.7493922
821,GS25뉴상동신라점,"경기 부천시 부일로191번길35, 상가 113호,114호 (상동 399)",부천시,37.4904524,126.750372
822,GS25뉴상동아크로점,"경기 부천시 부일로205번길54, 105,111호 (상동 402-1)",부천시,37.490784,126.7536175
823,GS25뉴새꽃마을점,"경기 파주시 새꽃로35, 상가동 103,104호 (금촌동 984, 새꽃마을주공아파트)",파주시,37.7533087,126.7670911
824,GS25뉴서울CC점,"경기 광주시 삼지곡길95, 그늘집 (삼동 1)",광주시,37.4204132,127.215209
825,GS25뉴성결대점,경기 안양시 만안구 냉천로2 (안양동 560-11),안양시만안구,37.3821112,126.9299188
826,GS25뉴성남신시청점,경기 성남시 중원구 성남대로997번길25-7 (여수동 215),성남시 중원구,37.4181323,127.1263953
827,GS25뉴시민회관점,경기 이천시 애련정로109 (창전동 461-19),이천시,37.2802211,127.4500574
828,GS25뉴심곡타운점,"경기 부천시 부천로30번길10, 1층 (심곡동 168-6)",부천시,37.486745,126.78391
829,GS25뉴안산그린빌점,"경기 안산시 단원구 초지1로17, 104호 (초지동 738, 그린빌주공18단지아파트 나상가동)",안산시단원구,37.3051963,126.809726
830,GS25뉴안성태산점,"경기 안성시 공도읍 벚꽃길33, 1층 (용두리 682-11)",안성시,36.9996,127.1547173
831,GS25뉴안양우정점,"경기 안양시 동안구 관악대로480, 101호 (관양동 1488-7)",안양시동안구,37.4024329,126.9754007
832,GS25뉴안양임곡점,"경기 안양시 동안구 임곡로62, 110호 (비산동 514)",안양시동안구,37.4047938,126.9337348
833,GS25뉴운정대방점,"경기 파주시 초롱꽃로130, B동 205,206,207호 (동패동 533-1, 파주운정신도시디에트르더퍼스트)",파주시,37.7111235,126.7194461
834,GS25뉴의정능곡점,경기 의정부시 능곡로26번길35 (신곡동 485-5),의정부시,37.7397833,127.0632108
835,GS25뉴의정부본점,"경기 의정부시 신흥로222번길5-30, 106109호 (의정부동 499-6)",의정부시,37.7365601,127.0445832
836,GS25뉴의정부용현점,"경기 의정부시 오목로33, 1층 7호 (용현동 39-9)",의정부시,37.7364184,127.0910199
837,GS25뉴의정청사점,"경기 의정부시 장곡로596번길15, 1층 109, 110호 (신곡동 760-3)",의정부시,37.7491982,127.0695347
838,GS25뉴인계경수점,"경기 수원시 팔달구 경수대로480번길11-27, 1층 (인계동 950)",수원시 팔달구,37.2699575,127.0286283
839,GS25뉴인계원룸점,"경기 수원시 팔달구 장다리로283번길9, 1층 (인계동 956, 다온 NOBLE)",수원시 팔달구,37.2748263,127.0281113
840,GS25뉴탄현사랑점,"경기 고양시 일산서구 탄중로233번길26, 1층 (탄현동 1491)",고양시일산서구,37.6946545,126.7708626
841,GS25뉴탄현제니스점,"경기 고양시 일산서구 일현로97-11, 판매시설동 제1층 175,176호 (탄현동 1640)",고양시일산서구,37.6951378,126.7636152
842,GS25뉴파주부곡점,경기 파주시 파주읍 윗가마울길60 (부곡리 177-3),파주시,37.8175651,126.8299617
843,GS25뉴평촌귀인점,"경기 안양시 동안구 귀인로214, 1층 (평촌동 341-3)",안양시동안구,37.385818,126.9627706
844,GS25뉴평택스마트점,"경기 평택시 포승읍 평택항로184번길7, 101호,102호 (만호리 574-5)",평택시,36.9756265,126.8447388
845,GS25뉴포천대로점,경기 포천시 내촌면 금강로2684 (소학리 234-1),포천시,37.80598639999999,127.2522229
846,GS25뉴호계브라운점,경기 안양시 동안구 경수대로609번길28 (호계동 940-29),안양시동안구,37.3764249,126.9541236
847,GS25뉴호계월드점,"경기 안양시 동안구 흥안대로109번길8, 102호 (호계동 960)",안양시동안구,37.3705716,126.957191
848,GS25능곡대림점,"경기 고양시 덕양구 토당로42번길21, 1층 (토당동 856-2, 세화빌딩)",고양시덕양구,37.6204165,126.8218624
849,GS25능곡파워점,경기 고양시 덕양구 지도로100(토당동 845),고양시덕양구,37.6260499,126.824055
850,GS25능곡휴먼시아점,"경기 시흥시 승지로36, 상가 101호 (능곡동 772, 능곡휴먼시아7차아파트)",시흥시,37.3670765,126.8100947
851,GS25능동이너매스점,"경기 화성시 동탄하나1길47-8, 1층 103,112호(능동 1064-4, 익현오피스텔)",화성시,37.21790360000001,127.0587814
852,GS25능평센터점,경기 광주시 오포읍 오포로198 (능평리 92-6),광주시,37.349072,127.184676
853,GS25능평스카이점,경기 광주시 오포읍 능평로46-6 (능평리 338-5),광주시,37.3525733,127.1639786
854,GS25능평타운점,경기 광주시 오포읍 오포로171번길31 (능평리 123),광주시,37.3487687,127.1809523
855,GS25다산골드점,"경기 남양주시 다산순환로125, 115동 8호,9호 (다산동 6075, 다산한양수자인리버파크)",남양주시,37.6210052,127.1893913
856,GS25다산금강점,경기 남양주시 다산지금로123번길16 (다산동 2757-6),남양주시,37.6258664,127.1549411
857,GS25다산데시앙점,"경기 남양주시 다산중앙로82번길105, 상가동 114호115호 (다산동 6109)",남양주시,37.6191011,127.1576713
858,GS25다산도서관점,"경기 남양주시 다산중앙로82번안길132-12, 1층 (다산동 3200-2)",남양주시,37.6191011,127.1576713
859,GS25다산라페온빌점,"경기 남양주시 다산중앙로113, 105호 (다산동 6089-2, 다산진건지구 업무1-3)",남양주시,37.598579,126.8738692
860,GS25다산리버점,"경기 남양주시 다산순환로171, 124동 102호103호 (다산동 6024,다산한양수자인리버팰리스)",남양주시,37.492994,127.112326
861,GS25다산리코빌점,"경기 남양주시 다산순환로220, 120,121호 (다산동 6020,리코빌파크뷰오피스텔)",남양주시,37.6210052,127.1893913
862,GS25다산법원스타점,"경기 남양주시 다산중앙로82번안길85-5, 1층 (다산동 6166-1)",남양주시,37.6191011,127.1576713
863,GS25다산부영점,"경기 남양주시 도농로70, 상가동 1층 (다산동 4002-10)",남양주시,37.6112944,127.1573114
864,GS25다산샤르망점,"경기 남양주시 다산중앙로123번길22-16, 106호 (다산동 6060-1)",남양주시,37.4104342,127.2553908
865,GS25다산센트럴파크점,"경기 남양주시 다산중앙로82번길87-17, 센트럴파크6단지 아파트 단지내상가 제108호 (다산동 6107)",남양주시,37.6191011,127.1576713
866,GS25다산스타점,경기 남양주시 미금로189번길11 (다산동 3387-13),남양주시,37.6156105,127.1623961
867,GS25다산안강점,"경기 남양주시 경춘로508-8, 104호,105호 (다산동 6193-2, 안강프라이빗다산)",남양주시,37.6110896,127.169476
868,GS25다산에일린점,"경기 남양주시 다산지금로16번길86, B214,215 (다산동 6208)",남양주시,37.6360028,127.2165279
869,GS25다산자이점,"경기 남양주시 다산중앙로153, 117호118호 (다산동 6028, 다산자이아이비플레이스)",남양주시,37.4131581,127.2568143
870,GS25다산중앙점,경기 남양주시 다산중앙로82번안길22-7 (다산동 3372),남양주시,37.6191011,127.1576713
871,GS25다산채움점,"경기 남양주시 다산중앙로19번길25-27, 다산블루웨일2차 153,154,155호 (다산동 6144-1)",남양주시,37.6258664,127.1549411
872,GS25다산캠퍼스점,"경기 남양주시 다산순환로20, 다산현대프리미어캠퍼스 EC동 20호 21호 (다산동 6143)",남양주시,37.612611,127.1528589
873,GS25다산킹덤점,"경기 남양주시 다산순환로351, 111호 (다산동 6052-1)",남양주시,37.6210052,127.1893913
874,GS25다산타워점,"경기 남양주시 다산중앙로146번길12-14, 1층 (다산동 6054-2)",남양주시,37.6012746,126.8721468
875,GS25다산테라타워점,"경기 남양주시 다산지금로202, 한강DIMC다산테라타워 R01-0006호 (다산동 6250)",남양주시,37.5956008,127.1722058
876,GS25다산파크점,"경기 남양주시 다산순환로325, 상가동 109호 110호 (다산동 6031,다산아이파크)",남양주시,37.6210052,127.1893913
877,GS25다산프리미어점,경기 남양주시 다산순환로20 (다산동 6143),남양주시,37.6210052,127.1893913
878,GS25다산플레이스점,"경기 남양주시 다산순환로424, 110호 (다산동 3563)",남양주시,37.6210052,127.1893913
879,GS25다솔원종점,"경기 부천시 소사로748번길12, 101호 (원종동 281-1, 진주빌딩)",부천시,37.5226346,126.8055153
880,GS25다원김포자이점,"경기 김포시 걸포2로60, 상가동 103호,104호 (걸포동 191, 한강메트로자이3단지)",김포시,37.6378746,126.7056207
881,GS25다원은여울점,"경기 김포시 김포한강8로173-58, 상가동 105호,106호 (마산동 639-8, 은여울마을경남아너스빌)",김포시,37.6339599,126.6430913
882,GS25단국대국제관점,"경기 용인시 수지구 죽전로152, 국제관 222호 (죽전동 1491)",용인시수지구,37.3229512,127.1279079
883,GS25단국대난파음악관점,"경기 용인시 수지구 죽전로152, B 110호 (죽전동 1491, 난파음악관)",용인시수지구,37.3229512,127.1279079
884,GS25단국대도서관점,"경기 용인시 수지구 죽전로152, 206호 (죽전동 1491, 중앙도서관)",용인시수지구,37.3229512,127.1279079
885,GS25단국대미술관점,"경기 용인시 수지구 죽전로152, 212호 (죽전동 1491, 미술관)",용인시수지구,37.3229512,127.1279079
886,GS25단국대법학관점,"경기 용인시 수지구 죽전로152, 법학관/대학원동 1층 (죽전동 1491)",용인시수지구,37.3229512,127.1279079
887,GS25단국대사회과학관점,"경기 용인시 수지구 죽전로152, B 106호 (죽전동 1491, 사회과학관)",용인시수지구,37.3229512,127.1279079
888,GS25단국대상경관점,"경기 용인시 수지구 죽전로152, 상경관 207호 (죽전동 1491)",용인시수지구,37.3229512,127.1279079
889,GS25단국대소프트웨어관점,"경기 용인시 수지구 죽전로152, 115호 (죽전동 1491, 소프트웨어ICT관)",용인시수지구,37.3229512,127.1279079
