,매장 이름,매장 주소,지역 시/군/구,위도,경도
0,GS252테크노파크점,"경기 부천시 오정구 석천로345, 300동 114호(삼정동 365)",부천시,37.5187422,126.7641038
1,GS25CJ덕양SUB점,"경기 고양시 일산동구 성현로615 (사리현동 151-1, CJ대한통운)",고양시일산동구,37.6950351,126.8496569
2,GS25GIDC광명역점,"경기 광명시 일직로43, GIDC광명역 G244호 (일직동 514)",광명시,37.4229034,126.8870783
3,GS25G광주거북이점,경기 광주시 경충대로2108 (중대동 290-3),광주시,37.4076279,127.2089896
4,GS25G내촌부자점,경기 포천시 내촌면 금강로3185 (신팔리 135-6),포천시,37.8444618,127.2766528
5,GS25G동탄샤인점,"경기 화성시 경기동로527, 1층 (장지동 861-6)",화성시,37.1497699,127.127576
6,GS25G스마트MTV점,경기 안산시 단원구 시화호수로841번길4 (성곡동 851-7),안산시단원구,37.2933333,126.5925
7,GS25G시화공단점,"경기 시흥시 공단1대로256, 102호(정왕1동 1367-2, 시화공단3다)",시흥시,37.3348906,126.7289823
8,GS25G시흥정다운점,"경기 시흥시 역전로318, 101호 (정왕동 876-420, SK정왕주유소)",시흥시,37.3535613,126.7377425
9,GS25G시흥하우로점,"경기 시흥시 하우로26-1, 1층 (대야동 57-5, S-OIL하우고개주유소)",시흥시,37.4583199,126.786084
10,GS25G옥길로점,경기 부천시 옥길로6 (옥길동 767-2),부천시,37.4689911,126.822613
11,GS25G은현IC점,경기 양주시 은현면하패리 250번지,양주시,37.8814019,127.0365107
12,GS25G정왕IC점,경기 시흥시 서해안로590(정왕동 1112-2),시흥시,37.3712312,126.738458
13,GS25G파주조인점,경기 파주시 창곡동길27 (야동동 151-12),파주시,37.7730451,126.7646942
14,GS25LGD파주A1동점,"경기 파주시 월롱면 엘지로245, A1동 2층 (덕은리 1239)",파주시,37.8133325,126.7612555
15,GS25LGD파주A2동점,"경기 파주시 월롱면 엘지로245, A2동 2층 (덕은리 1239)",파주시,37.8133325,126.7612555
16,GS25LGD파주A3동점,"경기 파주시 월롱면 엘지로245, A3동 (덕은리 1239)",파주시,37.8133325,126.7612555
17,GS25LGD파주R&D점,"경기 파주시 월롱면 엘지로245, RD동 15층 (덕은리 1239)",파주시,37.8133325,126.7612555
18,GS25LGD파주복지동A점,"경기 파주시 월롱면 엘씨디로201, 1층 매점 (덕은리 1253)",파주시,37.8090698,126.7607203
19,GS25LGD파주복지동B점,"경기 파주시 월롱면 엘씨디로231, G/H동 3층 (덕은리 1251)",파주시,37.81072959999999,126.7584269
20,GS25LG복지동점,"경기 평택시 진위면 엘지로222, M동 1층 (청호리 1)",평택시,37.1236179,127.0892413
21,GS25LG사랑점,경기 파주시 월롱면 엘씨디로241번길8-5 (덕은리 1248-3),파주시,37.8113444,126.7570925
22,GS25LG생산기술원점,"경기 평택시 진위면 엘지로222(청호리 19-1, LG디지털파크)",평택시,37.1236179,127.0892413
23,GS25LG연구동점,"경기 평택시 진위면 엘지로222, (R1동(연구동)) (청호리 19-1, 엘지전자(주))",평택시,37.1236179,127.0892413
24,GS25LG이노텍3점,경기 파주시 문산읍 월롱산단2길19(내포리 1636-4),파주시,37.8382531,126.7793216
25,GS25LG인화원점,"경기 이천시 마장면 지산로167-72, 1층 일부 (해월리 165-1)",이천시,37.21010460000001,127.3530124
26,GS25LS엠트론점,경기 안양시 동안구 엘에스로116번길39(호계1동 555-16),안양시동안구,37.3741986,126.9529272
27,GS25LS타워점,"경기 안양시 동안구 엘에스로127, 지하1층 (호계동 1026-6, LS타워)",안양시동안구,37.37235460000001,126.9471971
28,GS25NC소프트점,"경기 성남시 분당구 대왕판교로644번길12, 지하1층 (삼평동 668, (주)엔씨소프트판교RD센터)",성남시 분당구,37.4002236,127.1138336
29,GS25R구리5점,"경기 구리시 안골로105, 5층 (수택동 424-21, 은산빌딩)",구리시,37.5978346,127.1427925
30,GS25R럭키빌남단1점,"경기 과천시 경마공원대로107, 1층 (주암동 685, 럭키빌)",과천시,37.4448469,127.017142
31,GS25R럭키빌중앙2점,"경기 과천시 경마공원대로107, 2층 (주암동 685, 럭키빌)",과천시,37.4448469,127.017142
32,GS25R럭키빌중앙4점,"경기 과천시 경마공원대로107, 4층 (주암동 685, 럭키빌)",과천시,37.4448469,127.017142
33,GS25R분당3점,"경기 성남시 분당구 황새울로311번길37, , 마사회 분당지사 3층 (서현동 259-1)",성남시 분당구,37.3871559,127.1205123
34,GS25R분당4점,"경기 성남시 분당구 황새울로311번길37, 4층 (서현동 259-1, 마사회분당지사)",성남시 분당구,37.3871559,127.1205123
35,GS25R서울구남3점,"경기 과천시 경마공원대로107, 2층 (주암동 685, 해피빌)",과천시,37.4448469,127.017142
36,GS25R서울구남4점,경기 과천시 주암동렛츠런파크서울 해피빌 구관 4층 남단,과천시,37.4448469,127.017142
37,GS25R서울구북2점,"경기 과천시 경마공원대로107, 2층 (주암동 685, 렛츠런파크해피빌)",과천시,37.4448469,127.017142
38,GS25R서울구북3점,"경기 과천시 경마공원대로107, 렛츠런파크서울 해피빌 3층 북단 (주암동 685)",과천시,37.4448469,127.017142
39,GS25R서울구북4점,경기 과천시 주암동렛츠런파크서울 해피빌 구관 4층 북단,과천시,37.4448469,127.017142
40,GS25R안산9점,"경기 안산시 단원구 삼일로310, 9층 GS25 R안산9 (선부동 1077)",안산시단원구,37.3337828,126.8120916
41,GS25R의정부5점,"경기 의정부시 시민로45, 5층 (가능동 754-21)",의정부시,37.7385545,127.0400987
42,GS25R일산마사4층점,"경기 고양시 일산동구 중앙로1275번길60-19, 4층 일부 (장항동 756-4)",고양시일산동구,37.6595584,126.7684166
43,GS25R일산마사5층점,"경기 고양시 일산동구 중앙로1275번길60-19, 5층 일부 (장항동 756-4)",고양시일산동구,37.6595584,126.7684166
44,GS25R일산마사6층점,"경기 고양시 일산동구 중앙로1275번길60-19, 6층 일부 (장항동 756-4, 로데오 메탈릭타워 II)",고양시일산동구,37.6595584,126.7684166
45,GS25S8남한산성입구역점,"경기 성남시 수정구 산성대로지하 445, 8호선 지하철 역사 내 (단대동)",성남시 수정구,37.4518882,127.1572663
46,GS25S8단대오거리역점,"경기 성남시 수정구 산성대로지하 365, 단대오거리역 지하 GS25 (신흥동 2467)",성남시 수정구,37.44504999999999,127.156709
47,GS25S8산성역점,"경기 성남시 수정구 수정로지하 365, 8호선 산성역 역사 내 (신흥동)",성남시 수정구,37.457001,127.150027
48,GS25S8수진역점,"경기 성남시 수정구 산성대로203, 8호선 수진역 역사 내 (수진동)",성남시 수정구,37.4376051,127.1409692
49,GS25S8신흥역점,"경기 성남시 수정구 산성대로지하 204-2, 8호선 신흥역 역사 내 (신흥동)",성남시 수정구,37.440956,127.147509
50,GS25SK반월주유소점,"경기 화성시 동탄원천로447, 1동 (반월동 686-2)",화성시,37.2252474,127.0519889
51,GS25SK항만주유소점,"경기 평택시 포승읍 서동대로524, SK항만주유소 (신영리 413-11)",평택시,36.9446397,126.8761378
52,GS25S광교역점,"경기 수원시 영통구 대학로55, 1층 광교역사 내 상가 (이의동 740-1, 지상)",수원시 영통구,37.3035297,127.0452024
53,GS25S광교중앙역점,경기 수원시 영통구 도청로지하 45 (이의동 177-18),수원시 영통구,37.2888113,127.0519115
54,GS25S광명사거리역점,"경기 광명시 오리로지하 980, 7호선 광명사거리역 GS25S광명사거리역점 (광명동 158-211)",광명시,37.478895,126.856739
55,GS25S까치울역점,"경기 부천시 길주로지하 626, 까치울역 GS25 (춘의동 3-1)",부천시,37.5060988,126.8011495
56,GS25S동천역점,"경기 용인시 수지구 신수로지하 760, 내 상가 (동천동 323-4, 동천역사)",용인시수지구,37.3343261,127.1022973
57,GS25S부천시청역점,"경기 부천시 원미구 길주로지하 202, 중동 7호선부천시청역내 (중동 1243, 부천시청역)",부천시,37.5022203,126.7685834
58,GS25S부천운동장역점,"경기 부천시 원미구 길주로지하 502, 지하층 (춘의동 15-1, 부천종합운동장)",부천시,37.5050427,126.7960011
59,GS25S상동역점,"경기 부천시 원미구 길주로지하 104, 상동 7호선상동역내 (상동 633, 상동역)",부천시,37.505814,126.753163
60,GS25S상현역점,"경기 용인시 수지구 광교중앙로지하 312, 상현역사 내 상가 (상현동 502-10)",용인시수지구,37.2980217,127.0696819
61,GS25S성복역점,"경기 용인시 수지구 수지로지하 134, 내 상가 (성복동 720-6, 성복역사)",용인시수지구,37.3132573,127.0805292
62,GS25S수지구청역점,경기 용인시 수지구 풍덕천동1045 수지구청역사 내 상가,용인시수지구,37.3204589,127.0911689
63,GS25S신중동역점,"경기 부천시 원미구 길주로지하 314, 중동 7호선신중동역내 (중1동 1140-6, 신중동역)",부천시,37.501902,126.7762146
64,GS25S정자역점,"경기 성남시 분당구 성남대로지하 333, 신분당선 정자역 지하1층 GS25 S정자역점 (정자동 95-1)",성남시 분당구,37.3661468,127.1080524
65,GS25S철산역점,경기 광명시 철산로지하 13 (철산3동 526),광명시,37.4760554,126.8679003
66,GS25S춘의역점,"경기 부천시 원미구 길주로지하 406, 춘의동 7호선춘의역사내 (춘의동 145, 춘의역)",부천시,37.5056224,126.8135825
67,GS25S판교역점,"경기 성남시 분당구 판교역로지하 160, 지하1층 GS25 S판교역점 (백현동 19-2)",성남시 분당구,37.3947248,127.110767
68,GS25가남삼거리점,"경기 여주시 가남읍 설가로869, 외 1필지 (태평리 476)",여주시,37.1924577,127.5295934
69,GS25가남행복점,"경기 여주시 가남읍 경충대로1472-33, 외 1필지 상가9호10호11호12호 (신해리 620-17)",여주시,37.218528,127.5356305
70,GS25가능로드점,경기 의정부시 호국로1069 (가능동 585-15),의정부시,37.7425731,127.02278
71,GS25가능문화점,"경기 의정부시 가능로118, 1층 (의정부동 417)",의정부시,37.7467019,127.0442509
72,GS25가능빌리지점,"경기 의정부시 태평로214번길19-18, 1층 (가능동 15-279)",의정부시,37.7511245,127.0457498
73,GS25가능우미점,경기 의정부시 흥선로41번길14 (가능동 718),의정부시,37.7452001,127.0327873
74,GS25가능타운점,"경기 의정부시 의정로140, 1층 (가능2동 737)",의정부시,37.7453091,127.0347613
75,GS25가능행복점,경기 의정부시 둔야로62-1(가능2동 749-17),의정부시,37.7414114,127.0397396
76,GS25가산정교점,"경기 포천시 가산면 정금로188, GS25가산정교점 (정교리 240-5)",포천시,37.814214,127.1810198
77,GS25가운주공점,"경기 남양주시 가운로2길14, 상가동 104호(가운동 671, 휴먼시아)",남양주시,37.6035419,127.1582086
78,GS25가장산단점,경기 오산시 가장산업동로32 (가장동 375-1),오산시,37.162475,127.0389766
79,GS25가좌대우점,"경기 고양시 일산서구 가좌3로45, 상가동 101,102호 (가좌동 1089, 가좌마을)",고양시일산서구,37.6869848,126.7173602
80,GS25가좌벽산점,"경기 고양시 일산서구 가좌1로8, 상가 101~2(가좌동 1087, 가좌마을)",고양시일산서구,37.6910041,126.7206709
81,GS25가좌양우점,경기 고양시 일산서구 가좌4로13 (가좌동 1090),고양시일산서구,37.6850422,126.7174356
82,GS25가좌으뜸점,"경기 고양시 일산서구 가좌2로20, 상가동 1층 112호 (가좌동 1086, 가좌마을6단지)",고양시일산서구,37.6885146,126.7225821
83,GS25가천대가천관점,"경기 성남시 수정구 성남대로1342, 가천관 2층 (복정동 620-2, 가천대학교)",성남시 수정구,37.4525268,127.1326255
84,GS25가천대역점,"경기 성남시 수정구 성남대로1330, 1층 103호 (태평1동 5113-7, 일성오퍼스원)",성남시 수정구,37.4485072,127.1271159
85,GS25가평군청점,경기 가평군 가평읍 석봉로163 (읍내리 495-32),가평군,37.8296696,127.5106033
86,GS25가평남이섬점,"경기 가평군 가평읍 북한강변로1049-1, 1층 (달전리 118-2)",가평군,37.8062157,127.5248525
87,GS25가평다운점,경기 가평군 상면 수목원로112 (행현리 323-3),가평군,37.7677568,127.3645613
88,GS25가평달전로점,경기 가평군 가평읍 달전로58 (달전리 334-15),가평군,37.8135931,127.5194593
89,GS25가평대로점,"경기 가평군 가평읍 가화로160, A동 101호 (읍내리 626-13)",가평군,37.8335985,127.5117725
90,GS25가평대성점,"경기 가평군 청평면 경춘로254, 2층 (대성리 344-19, 토종순대국)",가평군,37.6978949,127.3847396
91,GS25가평더베이점,경기 가평군 가평읍 북한강변로190 (금대리 554-1),가평군,37.748653,127.5286126
92,GS25가평레일점,경기 가평군 가평읍 가화로98 (읍내리 475-24),가평군,37.8285572,127.5143923
93,GS25가평맹호점,경기 가평군 조종면 운악청계로127 (현리 92-7),가평군,37.8315454,127.3449512
94,GS25가평북면점,경기 가평군 북면 화악산로4 (목동리 840-1),가평군,37.8856566,127.5494853
95,GS25가평산유점,"경기 가평군 가평읍 호반로1700, 1동 (산유리 99-3)",가평군,37.7466945,127.5125221
96,GS25가평상천점,"경기 가평군 청평면 경춘로1151, 1동 (상천리 1156-4)",가평군,37.7618622,127.44006
97,GS25가평설악점,경기 가평군 설악면 신천중앙로129(신천리 458-4),가평군,37.6778018,127.4895424
98,GS25가평신상리점,경기 가평군 하면신상리 131-1번지,가평군,37.8463837,127.3554711
99,GS25가평역점,경기 가평군 가평읍 문화로13-39 (달전리 591-1),가평군,37.8097417,127.5289525
100,GS25가평자라섬점,"경기 가평군 가평읍 자라섬로60, 1층 (대곡리 27-14, 자라섬캠핑장수상클럽하우스)",가평군,37.8198192,127.5206593
101,GS25가평조종점,경기 가평군 조종면현리 410-14번지,가평군,37.8169643,127.3485317
102,GS25가평중앙점,"경기 가평군 가평읍 석봉로209, 105호(읍내리 637-6, 준수빌딩)",가평군,37.8337591,127.5092448
103,GS25가평창의점,"경기 가평군 설악면 한서로150, 1층 (창의리 115-4)",가평군,37.6700957,127.506849
104,GS25가평코아루점,경기 가평군 가평읍 석봉로191번길18 (읍내리 583-1),가평군,37.8319228,127.5079369
105,GS25가평파란채점,경기 가평군 가평읍 가화로225 (읍내리 767),가평군,37.8360172,127.5138322
106,GS25가평현리점,경기 가평군 하면 현창로38번길10(현리 264-32),가평군,37.8189535,127.3489822
107,GS25가현로드점,"경기 김포시 통진읍 율마로235, 가동 1층 (가현리 430-5)",김포시,37.67207260000001,126.5983061
108,GS25갈매6단지점,"경기 구리시 갈매중앙로31, 상가동 1층 102호 (갈매동 631, 갈매6단지)",구리시,36.9951787,127.0867871
109,GS25갈매사랑점,"경기 구리시 갈매중앙로185-4, 1층 109호,110호,111호 (갈매동 518-2)",구리시,37.6307959,127.1185593
110,GS25갈매신성점,"경기 구리시 산마루로24, 106호 (갈매동 320-18, 신성타워)",구리시,37.6311571,127.1166898
111,GS25갈매주공점,"경기 구리시 갈매중앙로132, 상가동 1층 108호 (갈매동 77, LH이스트힐)",구리시,37.6005776,126.8733181
112,GS25갈매중앙스타점,"경기 구리시 산마루로11-12, 113호 (갈매동 281)",구리시,37.6307959,127.1185593
113,GS25갈매퍼스트점,경기 구리시 갈매순환로96 (갈매동 658),구리시,37.6371043,127.124724
114,GS25갈매푸르지오점,"경기 구리시 갈매중앙로16, 상가동 106호 (갈매동 산101-1, 대우푸르지오아파트)",구리시,37.6259881,127.1146789
115,GS25갈매한덕점,경기 구리시 갈매동601-2번지 한덕프라자 107호,구리시,37.6307959,127.1185593
116,GS25갈매행운점,경기 구리시 갈매순환로204번길8-34 (갈매동 534-2),구리시,37.6396423,127.1187614
117,GS25갈산빌리지점,"경기 이천시 갈산로114, 1동 103호 (갈산동 219-10)",이천시,37.2872402,127.4657006
118,GS25갈산행운점,"경기 이천시 구만리로348, 1층 (갈산동 46-1)",이천시,37.2815063,127.4688683
119,GS25감북서하남로점,경기 하남시 서하남로47번길48 (감북동 398-6),하남시,37.5176196,127.1515186
120,GS25감일대박점,"경기 하남시 감일백제로120, 101호 (감이동 458, 힐스테이트포웰시티)",하남시,37.5097412,127.1600266
121,GS25감일스퀘어점,"경기 하남시 감일백제로177, JS 스퀘어 상가 101호 (감이동 511-2)",하남시,37.5055984,127.1546406
122,GS25감일한라점,"경기 하남시 감일백제로83번길25, 104호,105호 (감이동 524-3)",하남시,37.5125349,127.1603369
123,GS25감일행복1호점,"경기 하남시 감일순환로140, 하남감일스윗시티 7단지 상가동 101호, 102호 (감일동 524)",하남시,37.5120824,127.1590548
124,GS25강남대점,"경기 용인시 기흥구 강남로9, 101호 (구갈동 579-2, 태평양프라자)",용인시기흥구,37.2714995,127.1267416
125,GS25강남대행복점,"경기 용인시 기흥구 강남서로68번길3-1, 102호(구갈동 553-4, 남강빌리지)",용인시기흥구,37.276771,127.1296824
126,GS25강선15단지점,"경기 고양시 일산서구 강선로32, 천사어린이집 (주엽동 84)",고양시일산서구,37.6668214,126.7645203
127,GS25강선마을점,"경기 고양시 일산서구 대산로123, 101호 (주엽동 30-2, 현대프라자)",고양시일산서구,37.6742008,126.7636086
128,GS25거모사랑점,"경기 시흥시 도일로112번길6, 1층(거모동 1658-10)",시흥시,37.34035799999999,126.784435
129,GS25거모행복점,"경기 시흥시 도일로135번길16-1, D동 102호(거모동 1755-1, 진아빌라)",시흥시,37.3433147,126.7835974
130,GS25거북섬스퀘어점,"경기 시흥시 거북섬둘레길10, 153호, 154호 (정왕동 2718-1, 메가스퀘어)",시흥시,37.3226459,126.6820437
131,GS25건건E편한점,"경기 안산시 상록구 건건7길16, 1층 (건건동 592-1)",안산시상록구,37.3088928,126.9056265
132,GS25걸포오스타점,"경기 김포시 걸포1로11, 상가동 제지하1층 104호 (걸포동 1558)",김포시,37.63470239999999,126.7039208
133,GS25걸포자이광장점,"경기 김포시 걸포2로83, 상가동 137호, 138호 (걸포동 264-4, 한강메트로자이1단지)",김포시,37.6327236,126.7019352
134,GS25걸포자이메디점,"경기 김포시 걸포2로21, 1층 109호 (걸포동 335-1)",김포시,37.6323735,126.6981211
135,GS25걸포자이에듀점,"경기 김포시 걸포2로49, 103호 (걸포동 260)",김포시,37.6383847,126.7014458
136,GS25걸포자이타운점,"경기 김포시 걸포2로83, 상가동 106호,107호 (걸포동 264-4, 한강메트로자이1단지)",김포시,37.6327236,126.7019352
137,GS25검산점,경기 파주시 평화로346(검산동 279-1),파주시,37.7727927,126.7443988
138,GS25검준산업점,"경기 양주시 남면 검준길28, 가동1층1,2,3,4호(상수리 475-1)",양주시,37.8649937,126.994044
139,GS25경기광주도평점,"경기 광주시 초월읍 현산로79, 1층 (도평리 222-20)",광주시,37.3946756,127.2909258
140,GS25경기대점,경기 수원시 장안구 광교산로140번길3(연무동 6-4),수원시 장안구,37.29992319999999,127.0305192
141,GS25경기대후문점,"경기 수원시 영통구 대학1로8, 1층 (이의동 1276-7)",수원시 영통구,37.298421,127.0583013
142,GS25경기도청역점,"경기 수원시 영통구 도청로65 (이의동 1344, 자연앤힐스테이트상가1동지하2층117호)",수원시 영통구,37.2918893,127.0558462
143,GS25경민대정문점,경기 의정부시 호국로1101번길41(가능3동 566-27),의정부시,37.7447664,127.0261869
144,GS25경복대남양주점,경기 남양주시 진접읍 금곡리 383경복대창조관1004~5,남양주시,37.7348657,127.2109861
145,GS25경복대점,경기 포천시 신북면 신평로154(신평리 131),포천시,37.9473953,127.2234987
146,GS25경안안길점,경기 광주시 경안안길25 (경안동 95-4),광주시,37.4132306,127.2537319
147,GS25경의교차로점,"경기 의정부시 평화로449, 동맥집 (의정부동 369-7)",의정부시,37.7321045,127.0476911
148,GS25경의초교점,"경기 의정부시 경의로145, 1층 (의정부동 365-59)",의정부시,37.7332736,127.0518851
149,GS25경춘대성점,경기 가평군 청평면 경춘로30 (대성리 621-4),가평군,37.6781722,127.3770382
150,GS25경희공학관점,"경기 용인시 기흥구 덕영대로1732, 공학관 (서천동 1)",용인시기흥구,37.2452058,127.0784847
151,GS25경희대기숙사점,"경기 용인시 기흥구 덕영대로1732, 제2기숙사(서천동 1, 경희대학교)",용인시기흥구,37.2437572,127.0768381
152,GS25경희대우정원점,"경기 용인시 기흥구 덕영대로1732, 105호 (서천동 1, 경희대학교우정원)",용인시기흥구,37.2459924,127.0769689
153,GS25경희마크점,"경기 용인시 기흥구 서천로127번길11-5, 112호 (서천동 812, 경희마크 329)",용인시기흥구,37.2466374,127.0775216
154,GS25경희예술도서위성점,"경기 용인시 기흥구 덕영대로1732 (서천동 1, 중앙도서관)",용인시기흥구,37.2452058,127.0784847
155,GS25경희예술도서점,"경기 용인시 기흥구 덕영대로1732 (서천동 1, 예술디자인대학)",용인시기흥구,37.2452058,127.0784847
156,GS25경희전자국제위성점,"경기 용인시 기흥구 덕영대로1732, 극제대학관 (서천동 1)",용인시기흥구,37.2452058,127.0784847
157,GS25경희전자국제점,"경기 용인시 기흥구 덕영대로1732, 전자정보대학관 (서천동 1)",용인시기흥구,37.2452058,127.0784847
158,GS25경희체육경영위성점,"경기 용인시 기흥구 덕영대로1732, 국제.경영대학관 (서천동 1)",용인시기흥구,37.2452058,127.0784847
159,GS25경희체육경영점,"경기 용인시 기흥구 덕영대로1732, 체육대학관 (서천동 1)",용인시기흥구,37.2452058,127.0784847
160,GS25계원예대점,"경기 의왕시 계원대학로31, 101호(내손1동 739-5, 미원파크빌)",의왕시,37.3798025,126.9750707
161,GS25고강고리울점,"경기 부천시 고리울로39번길4, 1층 102호 (고강동 390-5, 스카이포인트아파트)",부천시,37.5274984,126.8203138
162,GS25고강엘파크점,"경기 부천시 역곡로482번길37, 코너호 (고강동 377-5)",부천시,37.5257178,126.8212891
163,GS25고강우영점,"경기 부천시 오정구 고리울로52번길49, 102,103호(고강본동 400)",부천시,37.5250661,126.8210806
164,GS25고강중앙점,"경기 부천시 오정구 수주로19, 1층(고강본동 415-5)",부천시,37.52531030000001,126.8249753
165,GS25고강타운점,"경기 부천시 오정구 고강로154번길67-5, 1층 (고강본동 313-6, 그린빌라)",부천시,37.5289177,126.8231323
166,GS25고강태백점,경기 부천시 역곡로504번길31 (고강동 365-4),부천시,37.5294106,126.8178998
167,GS25고강파크점,"경기 부천시 성지로42번길4, 101호 (고강동 296)",부천시,37.5226297,126.811459
168,GS25고강행복점,경기 부천시 고강로140번길16 (고강동 354-15),부천시,37.53063059999999,126.8195279
169,GS25고대안산병원점,"경기 안산시 단원구 적금로123, 지하1층 (고잔동 516)",안산시단원구,37.3191333,126.8252651
170,GS25고덕갈평점,"경기 평택시 고덕면 고덕갈평9길84, 1층 코너 (여염리 4172-4)",평택시,37.034624,127.0505186
171,GS25고덕골든센터점,경기 평택시 고덕여염5길119-5 (고덕동 2262-1),평택시,37.043909,127.013414
172,GS25고덕골든점,"경기 평택시 고덕면 고덕여염5길194, 1층 코너 (여염리 4590-5, 골든빌31)",평택시,37.034624,127.0505186
173,GS25고덕그랜드점,"경기 평택시 고덕면 고덕갈평5길32, 108호 (여염리 4229-1, 그랜드메디컬타워)",평택시,37.02863019999999,127.0540986
174,GS25고덕대광점,"경기 평택시 함박산8길19, GS25고덕대광점 (고덕동 2661-9)",평택시,36.9958333,126.8202778
175,GS25고덕메디컬점,"경기 평택시 고덕중앙2로39, 113호,114호 (고덕동 2613-1)",평택시,36.9915696,127.0913563
176,GS25고덕미라클점,경기 평택시 고덕국제4길48 (고덕동 1936-7),평택시,37.043909,127.013414
177,GS25고덕미래점,"경기 평택시 고덕여염12길142, 1층 상가 (고덕동 2074-6)",평택시,37.043909,127.013414
178,GS25고덕비즈점,"경기 평택시 고덕면 도시지원1길16, 121호,122호 (해창리 1274-3)",평택시,37.0302345,127.0173478
179,GS25고덕빌리지점,"경기 평택시 고덕면 고덕여염10길72, 102호,103호 (여염리 4486-2)",평택시,37.0278699,127.0497282
180,GS25고덕삼성본점,"경기 평택시 고덕여염8길71, 1층 (고덕동 2169-1)",평택시,37.043909,127.013414
181,GS25고덕센트럴점,"경기 평택시 고덕면 고덕여염12길183, 101호 (여염리 4427-1)",평택시,37.0298216,127.0472413
182,GS25고덕센트레빌점,"경기 평택시 고덕면 고덕갈평3로50, 상가 101호 (여염리 4198-1, 평택고덕센트레빌엔에이치에프3단지)",평택시,37.0298216,127.0472413
183,GS25고덕신도시점,"경기 평택시 고덕중앙로200-5, 117호 118호 (고덕동 1977-1)",평택시,36.99105,127.1049272
184,GS25고덕안재홍로점,경기 평택시 고덕면 안재홍로71 (두릉리 164-2),평택시,37.0635144,127.0227605
185,GS25고덕에이스점,"경기 평택시 고덕면 고덕중앙로290, 1층 143호,144호 (여염리 4391-2)",평택시,37.0307977,127.0426793
186,GS25고덕우성점,"경기 평택시 고덕면 고덕중앙로218, 110호 (여염리 4318-1, 우성메디컬)",평택시,37.0278542,127.0487899
187,GS25고덕원희캐슬점,"경기 평택시 고덕면 고덕중앙로320, 1층 104호 (여염리 4388-1, 원희캐슬고덕지식산업센터)",평택시,37.034624,127.0505186
188,GS25고덕자이점,"경기 평택시 고덕면 고덕국제대로152, 상가동 102,103호 (여염리 4313-2, 고덕신도시자연앤자이)",평택시,37.034624,127.0505186
189,GS25고덕제일점,"경기 평택시 고덕중앙로200-20, 1층 105호 (고덕동 1978-2)",평택시,36.99105,127.1049272
190,GS25고덕중앙점,"경기 평택시 고덕면 함박산7길29, GS25고덕중앙점 (좌교리)",평택시,37.0422146,127.0176543
191,GS25고덕타운점,"경기 평택시 고덕면 고덕여염11길113, 1층 101호 (여염리 4409-10)",평택시,37.0298216,127.0472413
192,GS25고덕태평점,"경기 평택시 고덕면 효덕새싹길31, 좌측 2칸 (궁리 72-1)",평택시,37.0177928,127.0347907
193,GS25고덕테헤란점,"경기 평택시 고덕면 고덕여염9길22, 116호 (여염리 4507-3, 고덕헤리움비즈타워2차)",평택시,37.0297369,127.0561597
194,GS25고덕파라곤점,"경기 평택시 고덕국제8로91, 제1층 제B 110호 (고덕동, 고덕국제신도시파라곤에듀포레)",평택시,37.043909,127.013414
195,GS25고덕풍경채점,"경기 평택시 고덕면 고덕국제대로179, 상가동 110호 (여염리 4242-2, 고덕제일풍경채)",평택시,37.0278542,127.0487899
196,GS25고덕하늘채점,"경기 평택시 고덕면 효덕새싹길55, 단지내상가 B동 103호,104호,111호 (궁리)",평택시,37.0195689,127.0380394
197,GS25고덕행복점,"경기 평택시 고덕면 고덕여염6길12, 101호 (여염리 101)",평택시,37.03944389999999,127.0587823
198,GS25고덕호반정문점,"경기 평택시 고덕면 고덕국제1로50, 835동 104호 (좌교리 0, 호반써밋고덕신도시)",평택시,37.043909,127.013414
199,GS25고덕호수공원점,"경기 평택시 함박산4길9, GS25고덕호수공원점 (고덕동)",평택시,37.0422146,127.0176543
200,GS25고덕희망점,"경기 평택시 고덕국제3길61-2, 1층 (고덕동 1960-6)",평택시,37.043909,127.013414
201,GS25고등오거리점,경기 수원시 팔달구 고화로62번길1(고등동 29-16),수원시 팔달구,37.2748561,127.0064119
202,GS25고등으뜸점,"경기 성남시 수정구 청계산로4길17-13, 1층 (고등동 612-9)",성남시 수정구,37.4305196,127.0879344
203,GS25고등중앙점,"경기 수원시 팔달구 고매로1, 102호 (고등동 116-1)",수원시 팔달구,37.2698176,127.0041927
204,GS25고등타운점,"경기 수원시 팔달구 고등로8, 수원고등C1아파트 상가 102호 (고등동 215-53)",수원시 팔달구,37.2731019,127.002462
205,GS25고등푸르지오점,"경기 수원시 팔달구 고등로15, 55호 (고등동 156-117)",수원시 팔달구,37.2737069,126.9989874
206,GS25고등행복점,"경기 성남시 수정구 고등로1길6-10, 1층 (고등동 575-4)",성남시 수정구,37.2728653,126.9970739
207,GS25고림내안애점,"경기 용인시 처인구 경안천로112, 상가동 101호 (고림동 1005, 고림지구양우내안애에듀파크)",용인시처인구,37.2448753,127.2144711
208,GS25고림빌리지점,"경기 용인시 처인구 임원로26-1, 지층 102호 (고림동 193, 대림르첸시아)",용인시처인구,37.2516906,127.230912
209,GS25고모리호수점,경기 포천시 소흘읍 죽엽산로448 (고모리 225-5),포천시,37.7943833,127.1654391
