,매장 이름,매장 주소,지역구,위도,경도
0,GS25CBS점,"서울 양천구 목동서로159-1 (목1동 917-1, CBS방송국1층)",양천구,37.527871,126.874094
1,GS25DDMC점,"서울 마포구 매봉산로75, 1층 107호 (상암동 1610)",마포구,37.57500290000001,126.8907786
2,GS25DMC가재울점,"서울 서대문구 가재울미래로2, 203동 101호 (남가좌동 385, 2단지)",서대문구,37.5710357,126.9109522
3,GS25DXLAB점,"서울 강남구 테헤란로223, 1층 101호 (역삼동 677-25, 큰길타워빌딩)",강남구,37.5023634,127.0406629
4,GS25G고덕점,서울 강동구 고덕로39 (암사3동 441-14),강동구,37.5551013,127.1295717
5,GS25G서초연일점,"서울 서초구 남부순환로2451 (서초1동 1426-13, 연일주유소)",서초구,37.4825475,127.0185027
6,GS25G신사남서울점,"서울 서초구 나루터로83 (잠원동 13-6, 남서울주유소)",서초구,37.516125,127.0189392
7,GS25G여의도점,"서울 영등포구 은행로64, GS칼텍스內편의점(여의도동 10-1)",영등포구,37.5303375,126.9255792
8,GS25KD사옥점,서울 성동구 왕십리로125 (성수동1가 656-292),성동구,37.5489087,127.0439869
9,GS25LG광화문점,"서울 종로구 새문안로58, 지하2층 (신문로2가 92, LG광화문빌딩)",종로구,37.5693066,126.9715349
10,GS25LG사이언스파크점,"서울 강서구 마곡중앙10로10, 지하1층 (마곡동 770, 엘지사이언스파크)",강서구,37.5724803,126.837837
11,GS25LG유플러스용산점,"서울 용산구 한강대로32, 지하1층 (한강로3가 65-228, 엘지유플러스)",용산구,37.5238025,126.9636168
12,GS25R강동4점,"서울 강동구 구천면로200, 강동지사 4층 (천호동 419-3, 한국마사회)",강동구,37.540006,127.1266501
13,GS25R강동5점,"서울 강동구 구천면로200, 마사회 강동지사 5층 (천호동 419-3)",강동구,37.540006,127.1266501
14,GS25R도봉4점,"서울 도봉구 노해로67길14, 4층 (창동 8, 한국마사회)",도봉구,37.6522542,127.0493815
15,GS25R도봉8점,"서울 도봉구 노해로67길14, 8층 (창동 8, 한국마사회창동지점)",도봉구,37.652258,127.04939
16,GS25R서울강남4점,"서울 강남구 도산대로529, 4층 (청담동 125-17, KRA프라자)",강남구,37.52505130000001,127.0513034
17,GS25R선릉7점,"서울 강남구 테헤란로416, 마사회선릉지사 7층 (대치동 890-8, 연봉빌딩)",강남구,37.5049603,127.0519363
18,GS25R영등포4점,"서울 영등포구 영중로8길14, 4층 (영등포동3가 18, 영등포케이빌딩)",영등포구,37.51812839999999,126.9070089
19,GS25R영등포6점,"서울 영등포구 영중로8길14, 6층 (영등포동3가 18, 영등포케이빌딩)",영등포구,37.51812839999999,126.9070089
20,GS25R영등포8점,"서울 영등포구 영중로8길14, 8층 (영등포동3가 18, 마사회)",영등포구,37.51842310000001,126.9087671
21,GS25S6고려대역점,"서울 성북구 종암로지하 1, 6호선 고려대역 지하철역사 (종암동 29-18)",성북구,37.5903824,127.036203
22,GS25S6공덕역점,"서울 마포구 백범로지하 200, 지하1층 (공덕동 439, 공덕역)",마포구,37.5436847,126.9514541
23,GS25S6광흥창역점,"서울 마포구 독막로지하 165, 6호 호선 광흥창역 (창전동 145-17)",마포구,37.547478,126.931855
24,GS25S6구산역점,"서울 은평구 연서로지하 137-1, 6호선 구산역 지하1층 1001호 (구산동)",은평구,35.2413715,128.8725122
25,GS25S6녹사평역점,"서울 용산구 녹사평대로지하 195, 지하 (용산동4가 4)",용산구,37.53479189999999,126.9870163
26,GS25S6대흥역점,"서울 마포구 대흥로지하 85, 6호 호선 대흥역 (대흥동 128-1)",마포구,37.547674,126.942332
27,GS25S6돌곶이역점,"서울 성북구 화랑로지하 243, 지하철 역사 (석관동 349-8, 6호선)",성북구,37.6105223,127.0572772
28,GS25S6동묘앞역점,서울 종로구 지봉로지하 24 (숭인동 316-3),종로구,37.5716765,127.0158422
29,GS25S6마포구청역점,"서울 마포구 월드컵로지하 190 (성산동 592, 마포구청역)",마포구,37.5649979,126.9015161
30,GS25S6망원역점,"서울 마포구 월드컵로지하 77 (망원동 378, 6호선망원역)",마포구,37.5557572,126.909907
31,GS25S6보문역점,"서울 성북구 보문로지하 116 (보문동1가 127-1, 6호선 보문역역사)",성북구,37.5855633,127.0201782
32,GS25S6봉화산역점,"서울 중랑구 신내로지하 232, 지하철역사내 (신내동 643-1, 6호선)",중랑구,37.6083906,127.0954925
33,GS25S6삼각지역점,"서울 용산구 한강대로지하 185, 지하3층 (한강로1가 228-1, 6호선 삼각지역)",용산구,37.5343935,126.9730142
34,GS25S6상수역점,"서울 마포구 독막로지하 85, 6호 호선 상수역 (상수동 309-10)",마포구,37.547736,126.92296
35,GS25S6상암DMC역2점,"서울 은평구 수색로지하 175, 6호선 디지털미디어시티역 지하1층 (증산동 223-25)",은평구,37.5779636,126.9004205
36,GS25S6상월곡역점,"서울 성북구 화랑로지하 157, 지하철 6호선 상월곡역 역사 내 (상월곡동 26-1)",성북구,37.6066,127.048862
37,GS25S6석계역점,"서울 노원구 화랑로지하 347-1, 월계동 석계역 6호선 (월계동 25-2)",노원구,37.6263035,127.0616377
38,GS25S6신당역점,"서울 중구 다산로지하 260, 지하 (흥인동 162-1, 신동역 6호선)",중구,37.567534,127.0161118
39,GS25S6안암역점,"서울 성북구 인촌로지하 89, 6호선 지하철 역사 내 (안암동5가 146-1)",성북구,37.5862871,127.0248899
40,GS25S6약수역점,"서울 중구 다산로지하 115, 지하층 (신당동 369-2, 약수역 6호선)",중구,37.5550173,127.0103572
41,GS25S6역촌역점,"서울 은평구 서오릉로지하 63, 지하1층 1001호 (녹번동 153-31, 6호선 역촌역사무소)",은평구,37.606123,126.922791
42,GS25S6연신내역점,"서울 은평구 통일로지하 849, 6호선 연신내역 지하1층 1001호 (갈현동)",은평구,,
43,GS25S6월곡역점,"서울 성북구 월곡로지하 107, 6호선 월곡역 역사 (하월곡동 35-1)",성북구,37.601925,127.04153
44,GS25S6응암역점,"서울 은평구 증산로지하 477, 지하2층 2001호(6호선 응암역) (역촌동 85-41)",은평구,37.598472,126.915592
45,GS25S6이태원역점,"서울 용산구 이태원로지하 177, 이태원역 B1 1001호 (이태원동 119-23)",용산구,37.534194,126.9905285
46,GS25S6증산역점,"서울 은평구 증산로지하 306, 6호선 증산역 지하1층 1001호 (증산동 199-8)",은평구,37.583933,126.909686
47,GS25S6창신역점,서울 종로구 지봉로지하 112 (창신동 20-8),종로구,37.5791968,127.0153255
48,GS25S6한강진역점,"서울 용산구 이태원로지하 287, 지하1층 (한남동 726-494, 6호선 한강진역)",용산구,37.539838,127.001766
49,GS25S6합정역점,"서울 마포구 양화로지하 45, 6호선 지하1층 편의점 (합정동)",마포구,37.5495753,126.9139908
50,GS25S6화랑대역점,"서울 노원구 화랑로지하 510, 지하철 역사 내 (공릉동 285-2)",노원구,37.6245739,127.0830557
51,GS25S6효창공원앞역점,"서울 용산구 백범로지하 287, 6호선 효창공원앞역 지하1층 (효창동)",용산구,37.539289,126.961339
52,GS25S8가락시장역점,"서울 송파구 송파대로지하 257, 8호선 지하철 역사 (가락동 184-23)",송파구,37.4928982,127.1180582
53,GS25S8강동구청역점,"서울 강동구 올림픽로지하 550, 8호선 지하철 역사 내 (성내동)",강동구,37.5302922,127.1287651
54,GS25S8몽촌토성역점,"서울 송파구 올림픽로지하 383, 신천동 8호선 지하철 역사 (신천동 19)",송파구,37.5140651,127.1023031
55,GS25S8문정역점,서울 송파구 장지동56번지 8호선 지하철 역사 내부,송파구,37.4840866,127.1370652
56,GS25S8복정역점,서울 송파구 장지동600 8호선지하철역사 내,송파구,37.4713156,127.1280785
57,GS25S8석촌역점,"서울 송파구 송파대로지하 439, 8호선 지하철 역사 (석촌동 209)",송파구,37.5067662,127.1054591
58,GS25S8송파역점,"서울 송파구 송파대로지하 354, (8호선 지하철 역사내) (가락동 459-4)",송파구,37.4997126,127.1122396
59,GS25S8암사역점,"서울 강동구 올림픽로지하 776, 지하철 8호선 암사역 역사 내 (암사동 501)",강동구,37.550148,127.127519
60,GS25S8장지역점,서울 송파구 송파대로지하 82 (장지동 201-5),송파구,37.4776196,127.1265061
61,GS25S9가양역점,서울 강서구 양천로지하 485 (가양동 14-61),강서구,37.5617266,126.8539792
62,GS25S9개화역점,"서울 강서구 개화동로8길38, 내 지하층 (개화동 388-1, 개화역사)",강서구,37.5804064,126.7949617
63,GS25S9고속터미널역점,서울 서초구 신반포로지하 188 (반포동 19-11),서초구,37.5041437,126.9970518
64,GS25S9공항시장역점,"서울 강서구 방화동로지하 30 (공항동 산20-2, 공항시장역내)",강서구,37.5634835,126.8106065
65,GS25S9구반포역점,"서울 서초구 신반포로지하 17, 구반포역 역사 내 (반포동 817)",서초구,37.501431,126.987427
66,GS25S9국회의사당역점,"서울 영등포구 국회대로지하 758, 지하철역 (여의도동 1-6)",영등포구,37.5273754,126.918519
67,GS25S9김포공항역점,"서울 강서구 하늘길지하 77, 김포공항역 지하 (방화동 886)",강서구,37.562402,126.801289
68,GS25S9노들역점,"서울 동작구 노량진로지하 238, 노들역 역사 내 (본동 475-1)",동작구,37.513416,126.952213
69,GS25S9노량진역점,서울 동작구 노량진로지하 130 (노량진동 60-11),동작구,37.5135467,126.9408438
70,GS25S9당산역점,"서울 영등포구 양평로지하 40, 당산역 내부 (당산동6가 227-1)",영등포구,37.533782,126.9020409
71,GS25S9동작역점,서울 동작구 현충로지하 220 (동작동 326),동작구,37.5019003,126.9682874
72,GS25S9등촌역점,"서울 강서구 공항대로지하 529 (등촌동 666-94, 등촌역 내)",강서구,37.55124139999999,126.8645132
73,GS25S9마곡나루역점,"서울 강서구 마곡중앙5로지하 2 (마곡동 760-3, 마곡나루역내)",강서구,37.564979,126.827427
74,GS25S9봉은사역점,"서울 강남구 봉은사로지하 601, , 9호선봉은사역 내 (삼성동 111-8)",강남구,37.514221,127.060266
75,GS25S9사평역점,서울 서초구 사평대로지하 285 (반포동 128-7),서초구,37.5039477,127.0158272
76,GS25S9삼성중앙역점,서울 강남구 봉은사로지하 501 (삼성동 111-147),강남구,37.5085884,127.0405045
77,GS25S9삼전역점,"서울 송파구 백제고분로187 (잠실동 250-5, 파크인-수)",송파구,37.5046802,127.0877732
78,GS25S9샛강역점,서울 영등포구 의사당대로지하 166 (여의도동 5-6),영등포구,37.5229725,126.92247
79,GS25S9석촌역점,"서울 송파구 송파대로지하 439, 지하철9호선 석촌역 (석촌동 209)",송파구,37.5067662,127.1054591
80,GS25S9선유도역점,"서울 영등포구 양평로지하 124, 선유도역 내부 (양평동5가 66-1)",영등포구,37.538501,126.8943554
81,GS25S9송파나루역점,"서울 송파구 송파동3, 지하철 9호선 송파나루역",송파구,37.5096323,127.1119989
82,GS25S9신논현역점,"서울 강남구 봉은사로지하 102, 9호선 신논현역 지하 상가 (역삼동)",강남구,37.504724,127.02538
83,GS25S9신목동역점,"서울 양천구 목동중앙로지하 217 (목동 136-2, 신목동역 내)",양천구,37.5446362,126.8828695
84,GS25S9신반포역점,"서울 서초구 신반포로지하 105, 신반포역 역사 내 (반포동 128-1)",서초구,37.5037042,126.9968419
85,GS25S9신방화역점,"서울 강서구 방화대로지하 301 (방화동 217-156, 신방화역 내)",강서구,37.5674184,126.8160837
86,GS25S9양천향교역점,서울 강서구 양천로지하 341 (가양동 159-3),강서구,37.5686259,126.8407902
87,GS25S9언주역점,"서울 강남구 봉은사로지하 201, 지하 1층 926-1호 (논현동 279-165, 9호선 언주역)",강남구,37.507323,127.033903
88,GS25S9여의도역점,서울 영등포구 의사당대로지하 101 (여의도동 2-6),영등포구,37.5229725,126.92247
89,GS25S9염창역점,서울 강서구 공항대로지하 631 (염창동 284-84),강서구,37.5470283,126.8751669
90,GS25S9올림픽공원역점,서울 송파구 방이동88-26 지하철9호선 올림픽공원역 B1층,송파구,37.5217853,127.1165203
91,GS25S9종합운동장역점,"서울 송파구 올림픽로지하 23, 9호선 종합운동장역 역사 (잠실동 122)",송파구,37.511037,127.073674
92,GS25S9중앙보훈병원역점,서울 강동구 둔촌동6-3 9호선 중앙보훈병원역 B1층,강동구,37.5290973,127.1486529
93,GS25S9증미역점,"서울 강서구 양천로지하 560 (등촌동 666-40, 증미역내)",강서구,37.557504,126.8615681
94,GS25S9한성백제역점,"서울 송파구 위례성대로51, 지하철9호선 한성백제역 지하1층 (방이동 88-21)",송파구,37.5176958,127.1144067
95,GS25S9흑석역점,"서울 동작구 현충로지하 90, 9호선 흑석역 역사내 (흑석동 4)",동작구,37.5084759,126.9640414
96,GS25SH상암1호점,"서울 마포구 월드컵북로434, 107호 (상암동 1590, 상암ITTower)",마포구,37.5815659,126.8860337
97,GS25SI타워점,"서울 강남구 테헤란로203, 1층 (역삼동 679-4)",강남구,37.5015422,127.0377408
98,GS25S가산디지털단지역점,"서울 금천구 벚꽃로309, 7호선 가산디지털단지역 내 상가 3002 (가산동 468-4)",금천구,37.4822545,126.8821832
99,GS25S강남구청역점,서울 강남구 삼성동1 7호선강남구청역내,강남구,37.517168,127.041301
100,GS25S강남역1호점,"서울 강남구 강남대로390, 지하1층 9호 (역삼동 825, 미진프라자)",강남구,37.4977735,127.028536
101,GS25S강남역2호점,"서울 강남구 강남대로390, B3층 38호 (역삼동 825)",강남구,37.4977735,127.028536
102,GS25S강남역3호점,"서울 강남구 강남대로390, 지하3층 (역삼동 825, 신분당선)",강남구,37.4977735,127.028536
103,GS25S건대입구역점,"서울 광진구 능동로지하 110, 지하3층 X-22,23호 (화양동 6-3)",광진구,37.54051690000001,127.0690846
104,GS25S고속터미널역점,서울 서초구 반포동19-3 7호선고속버스터미널,서초구,37.5041299,127.0030692
105,GS25S공덕역점,"서울 마포구 마포대로지하 92, 지하3층 (도화동 25-13, 공덕역)",마포구,37.5427105,126.9516296
106,GS25S공릉역점,"서울 노원구 동일로지하 1074, 내 (공릉동 385-4, 7호선공릉역)",노원구,37.6258623,127.0728393
107,GS25S군자역점,"서울 광진구 능동로277, 지하1층 (군자동 1-9, 군자역내)",광진구,37.554758,127.0778237
108,GS25S김포공항역점,"서울 강서구 하늘길지하 77, 내 (방화동 886, 김포공항역사)",강서구,37.5817785,126.824882
109,GS25S남구로역점,"서울 구로구 도림로지하 7, 7호선 남구로역 내 상가 1001 (구로동 801-95)",구로구,37.486087,126.887272
110,GS25S남성역점,"서울 동작구 사당로14가길19, 사당동, 7호선 남성역 내 (사당동 250-1)",동작구,37.484876,126.970673
111,GS25S내방역점,"서울 서초구 서초대로지하 103 (방배동 874-16, 7호선내방역내)",서초구,37.4882577,126.9931587
112,GS25S노원역점,"서울 노원구 동일로지하 1409, 713동 1016호 (상계동 729, 노원역 7호선)",노원구,37.6536158,127.0607581
113,GS25S논현역점,"서울 강남구 학동로지하 102, 지하1층, GS25 S논현역점(논현역 상가1004) (논현동 279-67)",강남구,37.5111584,127.0216392
114,GS25S당산역1호점,"서울 영등포구 양평로지하 40, 내선8번 2호선 당산역 영등포구청 방면 플랫폼 내 (당산동6가 227-1)",영등포구,37.5349309,126.9027301
115,GS25S당산역2호점,"서울 영등포구 양평로지하 40, 외선7번 2호선 당산역 합정방면 플랫폼 내 (당산동6가 227-1)",영등포구,37.5349309,126.9027301
116,GS25S대림역점,"서울 영등포구 도림로지하 137, 7호 호선 대림역 (대림동 1050-17)",영등포구,37.489049,126.904036
117,GS25S디지털미디어시티역,"서울 마포구 성암로지하 184, 지하 상가 (상암동 1140, 디지털미디어시티역사)",마포구,37.5768079,126.899126
118,GS25S마곡나루역점,"서울 강서구 마곡중앙로지하 135, 공항철도 마곡나루역 지하 1층 (마곡동 373-14)",강서구,37.5654177,126.8271459
119,GS25S마들역점,"서울 노원구 한글비석로530, (7호선마들역내) (상계9동 647, 상계주공12단지아파트)",노원구,37.6652071,127.0591262
120,GS25S매봉역점,"서울 강남구 남부순환로지하 2744, 매봉역내 333-03호 (도곡동 179-2)",강남구,37.4869406,127.0466214
121,GS25S매헌역점,"서울 서초구 매헌로지하 116, 지하층 매장 2호 (양재동 233-2)",서초구,37.4658491,127.0356661
122,GS25S먹골역점,"서울 중랑구 동일로지하 901, 2001호 (묵동 189-5, 먹골역)",중랑구,37.6107683,127.0776921
123,GS25S메트로금호점,"서울 성동구 동호로지하 104, 324-09호 (금호동4가)",성동구,37.5466746,127.0162448
124,GS25S면목역점,"서울 중랑구 겸재로171-5, 면목역 지하1층 GS25 S면목역점 (면목동 120-17)",중랑구,37.5887007,127.087236
125,GS25S반포역점,"서울 서초구 신반포로지하 241, 반포역 상가1054 (잠원동 103)",서초구,37.508213,127.011847
126,GS25S보라매역점,서울 영등포구 신풍로113(신길6동 508),영등포구,37.5000931,126.9188437
127,GS25S사가정역점,"서울 중랑구 사가정로지하 393, 지하철 7호선 사가정역 (면목동 495)",중랑구,37.5817877,127.0843345
128,GS25S상도역점,"서울 동작구 상도로지하 272, 상도역내 지하 1층 (상도1동 702-1)",동작구,37.5028025,126.9476764
129,GS25S상봉역점,"서울 중랑구 망우로297, 상봉역 7호선 지하2층 GS25 S상봉역점 (상봉동 100-9)",중랑구,37.5967056,127.0860055
130,GS25S서울역1호점,"서울 용산구 청파로378, 1층 (동자동 43-205, 한국철도공사)",용산구,37.5490645,126.9704658
131,GS25S서울역2호점,"서울 용산구 청파로378, 지하3층 (동자동 43-205, 한국철도공사)",용산구,37.5490645,126.9704658
132,GS25S수락산역점,"서울 노원구 동일로지하 1662, 수락산역 (상계동 1132-9)",노원구,37.6771548,127.0553068
133,GS25S숭실대입구역점,"서울 동작구 상도로지하 378, 7호선 숭실대입구역 내 상가 1001 (상도동)",동작구,37.496374,126.953504
134,GS25S신대방삼거리역점,"서울 동작구 상도로지하 76, 7호선 신대방삼거리역 내 상가 1001 (대방동 406-10)",동작구,37.4996863,126.9280893
135,GS25S신풍역점,서울 영등포구 신풍로지하 27 (신길6동 3599),영등포구,37.5002786,126.9094236
136,GS25S양재역1호점,서울 서초구 양재동12-1 신분당선양재역내 B1-27,서초구,37.4842759,127.0348189
137,GS25S양재역2호점,"서울 서초구 남부순환로지하 2585, B3-41호 (서초2동 1366-9, 신분당선양재역내)",서초구,37.48476050000001,127.033371
138,GS25S어린이대공원역점,"서울 광진구 능동로지하 210, 어린이대공원 역 상가1001 (화양동 164-1, 세종대)",광진구,37.547913,127.07461
139,GS25S온수역점,서울 구로구 온수동73 7호선온수역내,구로구,37.4952733,126.817642
140,GS25S용마산역점,"서울 중랑구 용마산로지하 227, 용마산역 상가1001 (면목동 1316-5)",중랑구,37.57379299999999,127.086818
141,GS25S이수역점,"서울 동작구 사당로지하 310, 7호선內(사당2동 144-4)",동작구,37.4849508,126.980963
142,GS25S장승배기역점,"서울 동작구 상도로지하 188, 장승배기 역사 내 (상도동 26-20)",동작구,37.504905,126.939191
143,GS25S종합운동장역점,"서울 송파구 올림픽로지하 23, 2호선 종합운동장역 지하상가 4호 (잠실동)",송파구,37.511037,127.073674
144,GS25S중계역점,"서울 노원구 동일로지하 1308-1, 중계역 7호선 역사 내 (중계동 503-3)",노원구,37.6447079,127.0642313
145,GS25S중곡역점,"서울 광진구 능동로415-1, 7호 호선중곡역내 (중곡3동 167-1)",광진구,37.5662286,127.0842273
146,GS25S중화역점,서울 중랑구 동일로지하 797 (중화1동 50-3),중랑구,37.6015691,127.0806255
147,GS25S천왕역점,"서울 구로구 오리로지하 1154 (오류동 174-5, 7호선 청왕역내)",구로구,37.4943867,126.8325917
148,GS25S청계산역점,"서울 서초구 청계산로지하 179, 청계산입구역 지하1층 GS25 S청계산역점 (신원동 270-25)",서초구,37.448215,127.054726
149,GS25S청담역점,"서울 강남구 학동로87길7, (7호선청담역) (청담동 75-1, 현대아파트)",강남구,37.5193565,127.0515067
150,GS25S태릉입구역점,"서울 노원구 동일로지하 992-1, 717동 1002호 (공릉동 616-4, 태릉입구역)",노원구,37.6191035,127.0751197
151,GS25S하계역점,"서울 노원구 동일로지하 1196, 지하1층 GS25 (하계동 273-5)",노원구,37.6351911,127.0685438
152,GS25S학동역점,"서울 강남구 학동로지하 180 (논현동 279-67, 지하상가)",강남구,37.5111584,127.0216392
153,GS25S홍대역사점,"서울 마포구 양화로지하 160, 홍대입구역(2) 239-108호 (동교동 165)",마포구,37.5567292,126.9236419
154,GS25S홍대입구역점,"서울 마포구 양화로지하 188, B2F R01호 (동교동 190-1)",마포구,37.557643,126.926422
155,GS25T타운점,"서울 마포구 마포대로144 (공덕동 252-5, 마포티타운)",마포구,37.54694509999999,126.9537329
156,GS25YG신사옥점,"서울 마포구 희우정로1길7, 2층 (합정동 397-9)",마포구,37.5488598,126.907958
157,GS25가든파이브점,"서울 송파구 충민로66(문정2동 634, 가든파이브라이프패션관B1-1028호)",송파구,37.4775778,127.1249983
158,GS25가락금호점,"서울 송파구 송파대로32길15 (가락본동 95-1, 가락금호아파트)",송파구,37.4967125,127.1160969
159,GS25가락명성점,"서울 송파구 송이로23길18, 1층 (가락2동 144-20)",송파구,37.4958024,127.1250933
160,GS25가락몰점,"서울 송파구 양재대로932, 1층 1호 (가락동 600, 업무동)",송파구,37.492994,127.112326
161,GS25가락미륭점,"서울 송파구 동남로11길12, 1층 (가락동 135-24)",송파구,37.49318420000001,127.1275699
162,GS25가락본점,"서울 송파구 오금로36길69-14, 1층 (가락동 49-10)",송파구,37.4977069,127.1214126
163,GS25가락센타점,서울 송파구 오금로44가길9 (가락동 170),송파구,37.4972505,127.1347831
164,GS25가락스타점,"서울 송파구 송파대로30길16, 110호(가락본동 98, 두산위브센티움)",송파구,37.4945505,127.1191177
165,GS25가락우정점,"서울 송파구 중대로23길20, 104호(가락본동 8-1, 우정에쉐르)",송파구,37.5026008,127.1257903
166,GS25가락으뜸점,"서울 송파구 오금로36길46, 1층 (가락본동 41, 덕봉빌딩)",송파구,37.50001779999999,127.1230128
167,GS25가락제일점,서울 송파구 동남로13길50 (가락2동 123-17),송파구,37.4939759,127.1247233
168,GS25가락중대로점,서울 송파구 송이로24길15 (가락동 116-8),송파구,37.4927594,127.1228931
169,GS25가락진흥점,"서울 송파구 양재대로66길44, 1층 (가락본동 35-10, 진흥빌딩)",송파구,37.4995673,127.1255029
170,GS25가락타운점,"서울 송파구 양재대로62길47, 101호(가락본동 76-9)",송파구,37.4959439,127.1207388
171,GS25가리봉사랑점,"서울 구로구 구로동로7길57, 1층 (가리봉동 13-37)",구로구,37.4865091,126.88341
172,GS25가리봉역점,"서울 금천구 벚꽃로286, 1층 107호(가산동 60-15, 리더스타워)",금천구,37.4803075,126.8841943
173,GS25가산V1점,"서울 금천구 가산디지털1로171, 114호 (가산동 371-41, 가산에스케이브이원센터)",금천구,37.4806318,126.8805702
174,GS25가산대륭점,서울 금천구 가산디지털1로25 (가산동 670),금천구,37.4681345,126.8861139
175,GS25가산두산점,서울 금천구 가산로3길113(독산1동 335-14),금천구,37.47182069999999,126.8893761
176,GS25가산디폴리스점,"서울 금천구 서부샛길606, 107호 (가산동 543-1, 대성디폴리스지식산업센터)",금천구,37.4799094,126.8771946
177,GS25가산미소점,"서울 금천구 서부샛길528, 1층 103호 (가산동 550-17, 미소지움)",금천구,37.4762501,126.8788617
178,GS25가산백상점,"서울 금천구 디지털로9길65, 102호(가산동 60-17, 드림타워9차)",금천구,37.4802172,126.885229
179,GS25가산본점,서울 금천구 남부순환로112길15 (가산동 147-25),금천구,37.47786019999999,126.8950211
180,GS25가산세진점,"서울 금천구 벚꽃로278, B138호(가산동 60-19, 세진테크노빌)",금천구,37.4793995,126.8846023
181,GS25가산스타점,"서울 금천구 디지털로9길99, 126호(가산동 60-11, 스타밸리)",금천구,37.4816074,126.8848307
182,GS25가산에이스점,"서울 금천구 가산디지털2로173, 103호 (가산동 459-23)",금천구,37.4777135,126.8794359
183,GS25가산엘지점,서울 금천구 가산디지털1로51(가산동 327-23),금천구,37.470697,126.8849589
184,GS25가산태양점,"서울 금천구 시흥대로153길89, 1층 (가산동 149-27)",금천구,37.4760861,126.893781
185,GS25가산포스트6차점,"서울 금천구 벚꽃로298, 125호 (가산동 50-3, 대륭포스트타워6차)",금천구,37.4813244,126.8837789
186,GS25가산프리미어점,"서울 금천구 가산디지털1로88, 1층 , 103호 (가산동 345-50, IT프리미어타워)",금천구,37.47382229999999,126.8853145
187,GS25가산하이엔드점,"서울 금천구 가산디지털1로233, 107호 (가산동 481-2, 에이스하이엔드타워9차)",금천구,37.4858614,126.878475
188,GS25가산하이힐점,서울 금천구 디지털로12길21(가산동 143-44),금천구,37.4777309,126.8898822
189,GS25가양2점,"서울 강서구 허준로47, 상가(가양1동 1461, 가양도시개발공사아파트)",강서구,37.5703714,126.8474442
190,GS25가양7단지점,서울 강서구 허준로209 (가양동 1486),강서구,37.5617356,126.861515
191,GS25가양8단지점,서울 강서구 허준로176 (가양동 1482),강서구,37.561996,126.8571387
192,GS25가양글로벌점,"서울 강서구 화곡로72길62, 107호 (가양동 448-11, 가양글로벌퍼스트)",강서구,37.5601285,126.8585684
193,GS25가양더리브점,"서울 강서구 양천로400-12, 1층 105호 (가양동 54-6, 더리브골드타워)",강서구,37.5652617,126.8458748
194,GS25가양데시앙점,"서울 강서구 양천로418, 1층 일부 (등촌동 10-14)",강서구,37.564652,126.8477496
195,GS25가양메르디앙점,"서울 강서구 양천로516, 103호 (등촌동 720)",강서구,37.5461818,126.8602749
196,GS25가양우성점,"서울 강서구 양천로57길10-20, 상가 104호(가양2동 1480-5, 이스타빌)",강서구,37.5625848,126.8529938
197,GS25가양테크노점,"서울 강서구 화곡로68길15, , 22번지 103호 (등촌동 628-7, 아벨테크노지식산업센터)",강서구,37.5593942,126.8554059
198,GS25가양향교점,"서울 강서구 양천로49길54, 101호 (가양동 194-2, 양천향교지웰에스테이트)",강서구,37.5710424,126.8407878
199,GS25가재울아이파크점,"서울 서대문구 가재울미래로2, 103동 102호 (남가좌동 385, 1단지)",서대문구,37.5710357,126.9109522
200,GS25가재울현대점,"서울 서대문구 모래내로15길50, 1층 (남가좌동 197-5)",서대문구,37.57383310000001,126.919652
201,GS25가좌행복점,"서울 마포구 성암로28, 110호 (성산동 134-2, 가좌역행복주택)",마포구,37.5692247,126.9131146
202,GS25갈월하늘점,서울 용산구 한강대로328 (갈월동 10),용산구,37.5474937,126.9720887
203,GS25갈현대성점,"서울 은평구 갈현로33길14-1, 1층 (갈현동 445-15)",은평구,37.6209085,126.9147799
204,GS25갈현럭키점,"서울 은평구 서오릉로232, 2층 (갈현2동 327-13)",은평구,37.6155684,126.9088497
205,GS25갈현사랑점,"서울 은평구 연서로17길46-1, 1층 우측상가 (갈현동 497-13)",은평구,37.614131,126.9125293
206,GS25갈현센터점,"서울 은평구 통일로85길5, 1층 (갈현동 394-10)",은평구,37.622004,126.9190788
207,GS25갈현제일점,"서울 은평구 갈현로265, 1층(갈현1동 433-3)",은평구,37.6206014,126.9161697
208,GS25갈현중앙점,"서울 은평구 통일로89길5, 1층 (갈현1동 413-1)",은평구,37.62448029999999,126.9190146
209,GS25갈현코어점,"서울 은평구 갈현로121, 1층 (구산동 26-7)",은평구,37.6086768,126.9107331
210,GS25갈현파크점,"서울 은평구 갈현로25길14, 1층 101호 (갈현동 515-18)",은평구,37.61750490000001,126.9135573
211,GS25갈현포인트점,"서울 은평구 갈현로303 (갈현1동 422-35, 제일은행갈현시장)",은평구,37.6238478,126.9168521
212,GS25갈현하늘점,서울 은평구 갈현로45길26 (갈현동 12-22),은평구,37.6275,126.9163981
213,GS25갈현행복점,서울 은평구 갈현로37길3(갈현1동 434-22),은평구,37.6220596,126.9162992
214,GS25갈현행운점,"서울 은평구 연서로19길8, 1층 (갈현동 463-4)",은평구,37.61365139999999,126.916812
215,GS25강남N타워점,"서울 강남구 테헤란로129, 강남N타워 GF층 7호 (역삼동 648-17)",강남구,37.4997777,127.0324107
